副本ID	副本名称	副本说明	前序副本ID	后序副本ID	所属关卡	体力消耗	每天挑战次数（普通；高手；宗师）	携带英雄1（阵首）	携带英雄2	携带英雄3	携带英雄4	携带英雄5	携带英雄6	携带英雄7	阵法ID	基础威望	基础武将经验	基础银两	经验奖励经验	银两奖励比例	掉落包	副本图标	战斗场景	刷新所需元宝	是否为BOSS	等级压制系数	压制等级	战斗场景音效	特殊掉落ID	特殊掉落概率（1-1000）
10105	三大波中忍	晓组织艺术组合 迪达拉和赤砂之蝎前往砂之国抓取一尾人力柱我爱罗。	10104	10106	11	1	100	100031	100483	100483	100483	101011	-1	101011	0	-1	260	2040	1	1	-1	9	13	10	0	-1	28	state	GD021	150
10106	千代婆婆	晓组织艺术组合 迪达拉和赤砂之蝎前往砂之国抓取一尾人力柱我爱罗。	10105	10107	11	1	12	100034	100485	101571	100485	101013	-1	101013	0	-1	269	2900	1	1	10106	dizi_100034	13	10	0	-1	29	denglu1	GD022	150
10107	再遇中忍	晓组织艺术组合 迪达拉和赤砂之蝎前往砂之国抓取一尾人力柱我爱罗。	10106	10108	11	1	100	100035	100486	100486	100486	101017	-1	101017	0	-1	269	2175	1	1	-1	10	13	10	0	-1	29	state	GD021	150
10108	一大波中忍	晓组织艺术组合 迪达拉和赤砂之蝎前往砂之国抓取一尾人力柱我爱罗。	10107	10109	11	1	100	100036	100486	101569	100486	101017	-1	101017	0	-1	269	2175	1	1	-1	11	13	10	0	-1	29	denglu1	GD021	150
10109	好多中忍	晓组织艺术组合 迪达拉和赤砂之蝎前往砂之国抓取一尾人力柱我爱罗。	10108	10110	11	1	100	100034	100485	100485	100485	101013	-1	101013	0	-1	269	2175	1	1	-1	12	13	10	0	-1	29	state	GD021	150
10110	赤砂之蝎	晓组织艺术组合 迪达拉和赤砂之蝎前往砂之国抓取一尾人力柱我爱罗。	10109	10111	11	1	12	100037	100487	101592	100487	101015	-1	101015	0	-1	279	3090	1	1	10110	dizi_101592	13	10	0	-1	30	denglu1	GD022	150
10111	大片中忍	晓组织艺术组合 迪达拉和赤砂之蝎前往砂之国抓取一尾人力柱我爱罗。	10110	10112	11	1	100	100038	100487	100487	100487	101015	-1	101015	0	-1	279	2315	1	1	-1	13	13	10	0	-1	30	state	GD021	150
10112	更多中忍	晓组织艺术组合 迪达拉和赤砂之蝎前往砂之国抓取一尾人力柱我爱罗。	10111	10113	11	1	100	100039	100488	100488	100488	101016	-1	101016	0	-1	279	2315	1	1	-1	14	13	10	0	2	30	denglu1	GD021	150
10113	赤砂之蝎	晓组织艺术组合 迪达拉和赤砂之蝎前往砂之国抓取一尾人力柱我爱罗。	10112	10114	11	1	5	101573	101571	101572	101570	101592	101568	101569	0	-1	288	4900	1	1	10113	dizi_101592	13	10	1	-1	31	state	GD023	200
10114	大片中忍	鸣人小樱为了带回佐助，前往了大蛇丸的巢穴。	10113	10115	12	1	100	100040	100489	100489	100489	101018	101018	101018	0	-1	297	2610	1	1	-1	15	13	30	0	-1	32	denglu1	GD021	150
10115	两大波中忍	鸣人小樱为了带回佐助，前往了大蛇丸的巢穴。	10114	10116	12	1	100	100040	100489	100489	100489	101018	101018	101018	0	-1	297	2610	1	1	-1	16	13	10	0	-1	32	state	GD021	150
10116	又遇中忍	鸣人小樱为了带回佐助，前往了大蛇丸的巢穴。	10115	10117	12	1	100	100040	100489	100489	100489	101018	101018	101018	0	-1	297	2610	1	1	-1	17	13	10	0	-1	32	denglu1	GD021	150
10117	兜	鸣人小樱为了带回佐助，前往了大蛇丸的巢穴。	10116	10118	12	1	12	100041	100489	100489	100489	101018	101546	101018	0	-1	297	3480	1	1	10117	dizi_101546	13	10	0	-1	32	state	GD022	150
10118	大片中忍	鸣人小樱为了带回佐助，前往了大蛇丸的巢穴。	10117	10119	12	1	100	100040	100489	100489	100489	101018	101018	101018	0	-1	297	2610	1	1	-1	18	13	10	0	-1	32	denglu1	GD021	150
10119	好多中忍	鸣人小樱为了带回佐助，前往了大蛇丸的巢穴。	10118	10120	12	1	100	100040	100489	100489	100489	101018	101018	101018	0	-1	297	2610	1	1	-1	19	13	10	0	-1	32	state	GD021	150
10120	好多中忍	鸣人小樱为了带回佐助，前往了大蛇丸的巢穴。	10119	10121	12	1	100	100040	100489	100489	100489	101018	101018	101018	0	-1	297	2610	1	1	-1	20	13	10	0	-1	32	denglu1	GD021	150
10121	大蛇丸	鸣人小樱为了带回佐助，前往了大蛇丸的巢穴。	10120	10122	12	1	12	101593	100490	100490	100490	101021	101021	101021	0	-1	306	3680	1	1	10121	dizi_101593	13	10	0	-1	33	state	GD022	150
10122	众多中忍	鸣人小樱为了带回佐助，前往了大蛇丸的巢穴。	10121	10123	12	1	100	100042	100490	100490	100490	101021	101021	101021	0	-1	306	2760	1	1	-1	21	13	10	0	-1	33	denglu1	GD021	150
10123	还是中忍	鸣人小樱为了带回佐助，前往了大蛇丸的巢穴。	10122	10124	12	1	100	100042	100490	100490	100490	101021	101021	101021	0	-1	306	2760	1	1	-1	22	13	10	0	-1	33	state	GD021	150
10124	一群中忍	鸣人小樱为了带回佐助，前往了大蛇丸的巢穴。	10123	10125	12	1	100	100042	100490	100490	100490	101021	101021	101021	0	-1	306	2760	1	1	-1	23	13	10	0	2	33	denglu1	GD021	150
10125	宇智波佐助	鸣人小樱为了带回佐助，前往了大蛇丸的巢穴。	10124	10126	12	1	12	101548	100491	100491	100491	101022	101022	101022	0	-1	316	3890	1	1	10125	dizi_101548	13	10	0	-1	34	state	GD022	150
10126	还是中忍	鸣人小樱为了带回佐助，前往了大蛇丸的巢穴。	10125	10127	12	1	100	101546	100491	101593	100491	101022	101022	101022	0	-1	316	2915	1	1	-1	24	13	10	0	-1	34	denglu1	GD021	150
10127	两大波中忍	鸣人小樱为了带回佐助，前往了大蛇丸的巢穴。	10126	10128	12	1	100	101548	100491	101546	100491	101022	101022	101022	0	-1	316	2915	1	1	-1	25	13	10	0	-1	34	state	GD021	150
10128	宇智波鼬	鸣人小樱为了带回佐助，前往了大蛇丸的巢穴。	10127	10129	12	1	5	101548	100492	101546	100492	101023	101521	101593	0	-1	325	6150	1	1	10128	dizi_101521	13	10	1	-1	35	denglu1	GD023	200
10129	大片中忍	晓组织：不死组合飞段和角都开始抓取二尾 猫鼬	10128	10130	13	1	100	100043	100493	100493	100493	101024	101024	101024	0	-1	334	3240	1	1	-1	26	13	10	0	-1	36	state	GD021	150
10130	一群中忍	晓组织：不死组合飞段和角都开始抓取二尾 猫鼬	10129	10131	13	1	100	100043	100493	100493	100493	101024	101024	101024	0	-1	334	3240	1	1	-1	27	13	10	0	-1	36	denglu1	GD021	150
10131	力战中忍	晓组织：不死组合飞段和角都开始抓取二尾 猫鼬	10130	10132	13	1	100	100043	100493	100493	100493	101024	101024	101024	0	-1	334	3240	1	1	-1	28	13	10	0	-1	36	state	GD021	150
10132	飞段	晓组织：不死组合飞段和角都开始抓取二尾 猫鼬	10131	10133	13	1	12	100044	100493	101594	100493	101025	101025	101025	0	-1	344	4540	1	1	10132	dizi_100044	13	10	0	-1	37	denglu1	GD022	150
10133	一大波中忍	晓组织：不死组合飞段和角都开始抓取二尾 猫鼬	10132	10134	13	1	100	100045	100495	100495	100495	101032	101032	101032	0	-1	344	3410	1	1	-1	29	13	10	0	-1	37	state	GD021	150
10134	血战中忍	晓组织：不死组合飞段和角都开始抓取二尾 猫鼬	10133	10135	13	1	100	100045	100495	100495	100495	101032	101032	101032	0	-1	344	3410	1	1	-1	30	13	10	0	-1	37	denglu1	GD021	150
10135	还是中忍	晓组织：不死组合飞段和角都开始抓取二尾 猫鼬	10134	10136	13	1	100	100045	100495	100495	100495	101032	101032	101032	0	-1	344	3410	1	1	-1	0	13	10	0	-1	37	state	GD021	150
10136	角都	晓组织：不死组合飞段和角都开始抓取二尾 猫鼬	10135	10137	13	1	12	101595	100495	100495	100495	101026	101026	101026	0	-1	344	4540	1	1	10136	dizi_101595	13	10	0	-1	37	denglu1	GD022	150
10137	再遇中忍	晓组织：不死组合飞段和角都开始抓取二尾 猫鼬	10136	10138	13	1	100	100046	100496	100496	100496	101027	101027	101027	0	-1	344	3410	1	1	-1	1	13	10	0	-1	37	state	GD021	150
10138	战胜中忍	晓组织：不死组合飞段和角都开始抓取二尾 猫鼬	10137	10139	13	1	100	100046	100496	100496	100496	101027	101027	101027	0	-1	344	3410	1	1	-1	2	13	10	0	2	37	denglu1	GD021	150
10139	小片中忍	晓组织：不死组合飞段和角都开始抓取二尾 猫鼬	10138	10140	13	1	100	100046	100496	100496	100496	101027	101027	101027	0	-1	344	3410	1	1	-1	3	13	10	0	-1	37	state	GD021	150
10140	飞段	晓组织：不死组合飞段和角都开始抓取二尾 猫鼬	10139	10141	13	1	12	100047	100497	100497	100497	101028	101596	101028	0	-1	353	4770	1	1	10140	dizi_101596	13	10	0	-1	38	denglu1	GD022	150
10141	战胜中忍	晓组织：不死组合飞段和角都开始抓取二尾 猫鼬	10140	10142	13	1	100	100048	100498	100498	100498	101029	101029	101029	0	-1	353	3580	1	1	-1	4	13	10	0	-1	38	state	GD021	150
10142	一大波中忍	晓组织：不死组合飞段和角都开始抓取二尾 猫鼬	10141	10143	13	1	100	100048	100498	100498	100498	101029	101029	101029	0	-1	353	3580	1	1	-1	5	13	10	0	-1	38	denglu1	GD021	150
10143	角都	晓组织：不死组合飞段和角都开始抓取二尾 猫鼬	10142	10144	13	1	5	101595	100500	100499	100500	101596	101500	101594	0	-1	362	7500	1	1	10143	dizi_101595	13	10	1	-1	39	state	GD023	200
10144	又是中忍	三尾矶怃人力柱：水影失仓遭迪达拉和阿飞捕捉	10143	10145	14	1	100	100049	100501	100501	100501	101033	101033	101033	0	-1	372	3935	1	1	-1	6	13	10	0	-1	40	denglu1	GD021	150
10145	众多中忍	三尾矶怃人力柱：水影失仓遭迪达拉和阿飞捕捉	10144	10146	14	1	100	100049	100501	100501	100501	101033	101033	101033	0	-1	372	3935	1	1	-1	7	13	10	0	-1	40	state	GD021	150
10146	战胜中忍	三尾矶怃人力柱：水影失仓遭迪达拉和阿飞捕捉	10145	10147	14	1	100	100049	100501	100501	100501	101033	101033	101033	0	-1	372	3935	1	1	-1	8	13	10	0	-1	40	denglu1	GD021	150
10147	林次	三尾矶怃人力柱：水影失仓遭迪达拉和阿飞捕捉	10146	10148	14	1	12	100050	100502	100502	100502	101034	101561	101034	0	-1	372	5250	1	1	10147	dizi_100050	13	10	0	-1	40	state	GD022	150
10148	好多中忍	三尾矶怃人力柱：水影失仓遭迪达拉和阿飞捕捉	10147	10149	14	1	100	100051	100502	100502	100502	101034	101034	101034	0	-1	372	3935	1	1	-1	9	13	10	0	-1	40	denglu1	GD021	150
10149	小片中忍	三尾矶怃人力柱：水影失仓遭迪达拉和阿飞捕捉	10148	10150	14	1	100	100049	100501	100501	100501	101033	101033	101033	0	-1	372	3935	1	1	-1	10	13	10	0	-1	40	state	GD021	150
10150	又是中忍	三尾矶怃人力柱：水影失仓遭迪达拉和阿飞捕捉	10149	10151	14	1	100	100049	100501	100501	100501	101033	101033	101033	0	-1	372	3935	1	1	-1	11	13	10	0	2	40	denglu1	GD021	150
10151	伍图	三尾矶怃人力柱：水影失仓遭迪达拉和阿飞捕捉	10150	10152	14	1	12	100050	100502	100502	100502	101034	101559	101034	0	-1	372	5250	1	1	10151	dizi_101559	13	10	0	-1	40	state	GD022	150
10152	战胜中忍	三尾矶怃人力柱：水影失仓遭迪达拉和阿飞捕捉	10151	10153	14	1	100	100049	100501	100501	100501	101033	101033	101033	0	-1	372	3935	1	1	-1	12	13	10	0	-1	40	denglu1	GD021	150
10153	小片中忍	三尾矶怃人力柱：水影失仓遭迪达拉和阿飞捕捉	10152	10154	14	1	100	100049	100501	100501	100501	101033	101033	101033	0	-1	372	3935	1	1	-1	13	13	10	0	-1	40	state	GD021	150
10154	还是中忍	三尾矶怃人力柱：水影失仓遭迪达拉和阿飞捕捉	10153	10155	14	1	100	100051	100502	100502	100502	101034	101034	101034	0	-1	372	3935	1	1	-1	14	13	10	0	-1	40	denglu1	GD021	150
10155	三尾	三尾矶怃人力柱：水影失仓遭迪达拉和阿飞捕捉	10154	10156	14	1	12	101557	100503	100503	100503	101035	101035	101035	0	-1	381	5500	1	1	10155	dizi_101557	13	10	0	-1	41	state	GD022	150
10156	力战中忍	三尾矶怃人力柱：水影失仓遭迪达拉和阿飞捕捉	10155	10157	14	1	100	100052	100503	100503	100503	101035	101035	101035	0	-1	381	4120	1	1	-1	15	13	10	0	-1	41	denglu1	GD021	150
10157	一群中忍	三尾矶怃人力柱：水影失仓遭迪达拉和阿飞捕捉	10156	10158	14	1	100	100052	100503	100503	100503	101035	101035	101035	0	-1	381	4120	1	1	-1	16	13	10	0	-1	41	state	GD021	150
10158	红莲	三尾矶怃人力柱：水影失仓遭迪达拉和阿飞捕捉	10157	10159	14	1	12	100053	100504	100504	100504	101036	101556	101036	0	-1	390	5750	1	1	10158	dizi_101556	13	10	0	-1	42	denglu1	GD022	150
10159	两大波中忍	三尾矶怃人力柱：水影失仓遭迪达拉和阿飞捕捉	10158	10160	14	1	100	100053	100504	100504	100504	101036	101036	101036	0	-1	390	4310	1	1	-1	17	13	10	0	-1	42	state	GD021	150
10160	又遇中忍	三尾矶怃人力柱：水影失仓遭迪达拉和阿飞捕捉	10159	10161	14	1	100	100053	100504	100504	100504	101036	101036	101036	0	-1	390	4310	1	1	-1	18	13	10	0	-1	42	denglu1	GD021	150
10161	三尾	三尾矶怃人力柱：水影失仓遭迪达拉和阿飞捕捉	10160	10162	14	1	5	101557	101559	101561	101556	101597	101542	101560	0	-1	399	9000	1	1	10161	dizi_101557	13	10	1	-1	43	state	GD023	200
10162	更多上忍	为了复仇，佐助组建了鹰小队，以杀死宇智波鼬和毁灭木叶为目标。	10161	10163	15	1	100	100054	100505	100505	100505	101037	101037	101037	0	-1	409	4700	1	1	-1	19	13	10	0	-1	44	denglu1	GD021	150
10163	又是上忍	为了复仇，佐助组建了鹰小队，以杀死宇智波鼬和毁灭木叶为目标。	10162	10164	15	1	100	100054	100505	100505	100505	101037	101586	101037	0	-1	409	4700	1	1	-1	20	13	10	0	-1	44	state	GD021	150
10164	一群上忍	为了复仇，佐助组建了鹰小队，以杀死宇智波鼬和毁灭木叶为目标。	10163	10165	15	1	100	100054	100505	100505	100505	101037	101037	101037	0	-1	409	4700	1	1	-1	21	13	10	0	2	44	denglu1	GD021	150
10165	香磷	为了复仇，佐助组建了鹰小队，以杀死宇智波鼬和毁灭木叶为目标。	10164	10166	15	1	12	100054	100505	101585	100505	101037	101037	101037	0	-1	409	6270	1	1	10165	dizi_100054	13	10	0	-1	44	state	GD022	150
10166	更多上忍	为了复仇，佐助组建了鹰小队，以杀死宇智波鼬和毁灭木叶为目标。	10165	10167	15	1	100	100054	100505	100505	100505	101037	101037	101037	0	-1	409	4700	1	1	-1	22	13	10	0	-1	44	denglu1	GD021	150
10167	三大波上忍	为了复仇，佐助组建了鹰小队，以杀死宇智波鼬和毁灭木叶为目标。	10166	10168	15	1	100	100054	100505	100505	100505	101037	101037	101037	0	-1	409	4700	1	1	-1	23	13	10	0	-1	44	state	GD021	150
10168	战胜上忍	为了复仇，佐助组建了鹰小队，以杀死宇智波鼬和毁灭木叶为目标。	10167	10169	15	1	100	100054	100505	100505	100505	101037	101037	101037	0	-1	409	4700	1	1	-1	24	13	10	0	-1	44	denglu1	GD021	150
10169	鬼灯水月	为了复仇，佐助组建了鹰小队，以杀死宇智波鼬和毁灭木叶为目标。	10168	10170	15	1	12	100055	100506	101584	100506	101038	101038	101038	0	-1	418	6530	1	1	10169	dizi_100055	13	10	0	-1	45	state	GD022	150
10170	力战上忍	为了复仇，佐助组建了鹰小队，以杀死宇智波鼬和毁灭木叶为目标。	10169	10171	15	1	100	100055	100506	100506	100506	101038	101038	101038	0	-1	418	4900	1	1	-1	25	13	10	0	-1	45	denglu1	GD021	150
10171	两大波上忍	为了复仇，佐助组建了鹰小队，以杀死宇智波鼬和毁灭木叶为目标。	10170	10172	15	1	100	100055	100506	100506	100506	101038	101038	101038	0	-1	418	4900	1	1	-1	26	13	10	0	-1	45	state	GD021	150
10172	更多上忍	为了复仇，佐助组建了鹰小队，以杀死宇智波鼬和毁灭木叶为目标。	10171	10173	15	1	100	100055	100506	100506	100506	101038	101038	101038	0	-1	418	4900	1	1	-1	27	13	10	0	-1	45	denglu1	GD021	150
10173	天秤重吾 	为了复仇，佐助组建了鹰小队，以杀死宇智波鼬和毁灭木叶为目标。	10172	10174	15	1	12	100056	100507	101583	100507	101039	101039	101039	0	-1	427	6810	1	1	10173	dizi_100056	13	10	0	-1	46	state	GD022	150
10174	小片上忍	为了复仇，佐助组建了鹰小队，以杀死宇智波鼬和毁灭木叶为目标。	10173	10175	15	1	100	100056	100507	100507	100507	101039	101039	101039	0	-1	427	5105	1	1	-1	28	13	10	0	-1	46	denglu1	GD021	150
10175	大片上忍	为了复仇，佐助组建了鹰小队，以杀死宇智波鼬和毁灭木叶为目标。	10174	10176	15	1	100	100056	100507	100507	100507	101039	101039	101039	0	-1	427	5105	1	1	-1	29	13	10	0	-1	46	state	GD021	150
10176	众多上忍	为了复仇，佐助组建了鹰小队，以杀死宇智波鼬和毁灭木叶为目标。	10175	10177	15	1	100	100056	100507	100507	100507	101039	101039	101039	0	-1	427	5105	1	1	-1	30	13	10	0	-1	46	denglu1	GD021	150
10177	天秤重吾 	为了复仇，佐助组建了鹰小队，以杀死宇智波鼬和毁灭木叶为目标。	10176	10178	15	1	12	100056	100507	100507	100507	101039	101582	101039	0	-1	427	6810	1	1	10177	dizi_100056	13	10	0	-1	46	state	GD022	150
10178	又遇上忍	为了复仇，佐助组建了鹰小队，以杀死宇智波鼬和毁灭木叶为目标。	10177	10179	15	1	100	100056	100507	100507	100507	101039	101039	101039	0	-1	427	5105	1	1	-1	0	13	10	0	-1	46	denglu1	GD021	150
10179	宇智波佐助	为了复仇，佐助组建了鹰小队，以杀死宇智波鼬和毁灭木叶为目标。	10178	10180	15	1	5	101582	101584	101581	101583	101586	101040	101585	0	-1	437	10650	1	1	10179	dizi_101582	13	10	1	-1	47	state	GD023	200
10180	血战上忍	晓组织越发强大，已有不少尾兽被抓，自来也决定带鸣人前往妙木山修行，提高自保能力。	10179	10181	16	1	100	100057	100508	100508	100508	101041	101041	101041	0	-1	446	5525	1	1	-1	1	13	10	0	2	48	denglu1	GD031	150
10181	好多上忍	晓组织越发强大，已有不少尾兽被抓，自来也决定带鸣人前往妙木山修行，提高自保能力。	10180	10182	16	1	100	100058	100509	100509	100509	101042	101042	101042	0	-1	446	5525	1	1	-1	2	13	10	0	-1	48	state	GD031	150
10182	再遇上忍	晓组织越发强大，已有不少尾兽被抓，自来也决定带鸣人前往妙木山修行，提高自保能力。	10181	10183	16	1	100	100059	100510	100510	100510	101043	101043	101043	0	-1	446	5525	1	1	-1	3	13	10	0	-1	48	denglu1	GD031	150
10183	三大波上忍	晓组织越发强大，已有不少尾兽被抓，自来也决定带鸣人前往妙木山修行，提高自保能力。	10182	10184	16	1	100	100060	100511	100511	100511	101044	101044	101044	0	-1	446	5525	1	1	-1	4	13	10	0	-1	48	state	GD031	150
10184	蛤蟆龙	晓组织越发强大，已有不少尾兽被抓，自来也决定带鸣人前往妙木山修行，提高自保能力。	10183	10185	16	1	12	101504	100512	100512	100512	101045	101045	101045	0	-1	446	7370	1	1	10184	dizi_101504	13	10	0	-1	48	denglu1	GD032	150
10185	三大波上忍	晓组织越发强大，已有不少尾兽被抓，自来也决定带鸣人前往妙木山修行，提高自保能力。	10184	10186	16	1	100	100061	100513	100513	100513	101046	101046	101046	0	-1	446	5525	1	1	-1	5	13	10	0	-1	48	state	GD031	150
10186	还是上忍	晓组织越发强大，已有不少尾兽被抓，自来也决定带鸣人前往妙木山修行，提高自保能力。	10185	10187	16	1	100	100062	100514	100514	100514	101047	101047	101047	0	-1	446	5525	1	1	-1	6	13	10	0	-1	48	denglu1	GD031	150
10187	蛤蟆吉	晓组织越发强大，已有不少尾兽被抓，自来也决定带鸣人前往妙木山修行，提高自保能力。	10186	10188	16	1	12	101503	100515	100515	100515	101048	101048	101048	0	-1	446	7370	1	1	10187	dizi_101503	13	10	0	-1	48	state	GD032	150
10188	一群上忍	晓组织越发强大，已有不少尾兽被抓，自来也决定带鸣人前往妙木山修行，提高自保能力。	10187	10189	16	1	100	100063	100516	100516	100516	101049	101049	101049	0	-1	446	5525	1	1	-1	7	13	10	0	-1	48	denglu1	GD031	150
10189	再遇上忍	晓组织越发强大，已有不少尾兽被抓，自来也决定带鸣人前往妙木山修行，提高自保能力。	10188	10190	16	1	100	100064	100517	100517	100517	101050	101050	101050	0	-1	446	5525	1	1	-1	8	13	10	0	-1	48	state	GD031	150
10190	蛤蟆力	晓组织越发强大，已有不少尾兽被抓，自来也决定带鸣人前往妙木山修行，提高自保能力。	10189	10191	16	1	12	100065	100518	101599	100518	101051	101051	101051	0	-1	455	7660	1	1	10190	dizi_100065	13	10	0	-1	49	denglu1	GD032	150
10191	大片上忍	晓组织越发强大，已有不少尾兽被抓，自来也决定带鸣人前往妙木山修行，提高自保能力。	10190	10192	16	1	100	100066	100519	100519	100519	101052	101052	101052	0	-1	455	5745	1	1	-1	9	13	10	0	-1	49	state	GD031	150
10192	再遇上忍	晓组织越发强大，已有不少尾兽被抓，自来也决定带鸣人前往妙木山修行，提高自保能力。	10191	10193	16	1	100	100067	100520	100520	100520	101053	101053	101053	0	-1	455	5745	1	1	-1	10	13	10	0	2	49	denglu1	GD031	150
