英雄ID	英雄名称	形象ID	品质	等级	默认武学ID；等级	性别（1：男；2：女）	气血	武力	内力	身法	防御	命中	闪避	暴击	抗暴	会心	武学释放概率	武学破坏力百分比	被攻击时化解概率	化解时减伤伤害	攻击时被化解概率	被化解时损失伤害	初始金刚	初始无序	初始反击	普通攻击效果	普通攻击帧频
100174	中忍	guai6	1	55	310004;2	1	1521	574	619	851	437	25	51	25	51	51	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100175	中忍	guai1	1	58	310009;2	2	1594	600	649	890	457	26	53	26	53	53	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100176	中忍	guai6	1	60	310008;2	1	1643	618	670	916	471	27	55	27	55	55	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100177	中忍	guai1	1	60	310002;2	2	1643	619	670	916	471	27	55	27	55	55	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100178	中忍	guai6	1	63	310003;2	1	1717	645	701	955	491	28	57	28	57	57	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100179	中忍	guai1	1	65	310002;2	2	1766	664	721	981	504	29	58	29	58	58	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100180	中忍	guai6	1	70	310008;2	1	1888	709	773	1046	538	31	62	31	62	62	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100181	中忍	guai1	1	70	310008;2	2	1888	709	773	1046	538	31	62	31	62	62	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100182	迪达拉	didala	1	70	310000;2	1	1888	709	773	1046	538	31	62	31	62	62	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100183	千代婆婆	qiandaipopo	1	73	310009;2	2	1961	737	803	1085	558	32	64	32	64	64	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100184	中忍	guai6	1	73	310007;2	1	1961	738	803	1085	558	32	64	32	64	64	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100185	中忍	guai1	1	73	310006;2	2	1961	738	803	1085	558	32	64	32	64	64	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100186	中忍	guai6	1	75	310005;2	1	2010	756	824	1111	572	33	66	33	66	66	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100187	中忍	guai1	1	75	310002;2	2	2010	754	824	1111	572	33	66	33	66	66	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100188	中忍	guai6	1	75	310007;2	1	2010	756	824	1111	572	33	66	33	66	66	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100189	中忍	guai1	1	80	310011;2	2	2132	799	875	1176	606	35	70	35	70	70	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100190	中忍	guai6	1	80	310003;2	1	2132	801	875	1176	606	35	70	35	70	70	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100191	中忍	guai1	1	83	310006;2	2	2206	827	906	1215	626	36	72	36	72	72	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100192	中忍	guai6	1	90	310000;2	1	2377	892	978	1306	673	38	77	38	77	77	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100193	飞段	feiduan	1	93	310005;2	2	2450	918	1008	1345	694	39	79	39	79	79	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100194	中忍	guai1	1	93	310007;2	1	2450	920	1008	1345	694	39	79	39	79	79	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100195	中忍	guai6	1	93	310005;2	2	2450	919	1008	1345	694	39	79	39	79	79	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100196	中忍	guai1	1	95	310007;2	1	2499	936	1029	1371	707	40	81	40	81	81	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100197	中忍	guai6	1	95	310005;2	2	2499	937	1029	1371	707	40	81	40	81	81	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100198	中忍	guai1	1	100	310001;2	1	2622	982	1080	1436	741	42	85	42	85	85	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100199	林次	guai6	1	100	310007;2	2	2622	983	1080	1436	741	42	85	42	85	85	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100200	中忍	guai6	1	100	310002;2	1	2622	983	1080	1436	741	42	85	42	85	85	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100201	中忍	guai1	1	103	310003;3	2	2695	1009	1111	1475	761	43	87	43	87	87	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100202	中忍	guai6	1	105	310001;3	1	2744	1027	1131	1501	775	44	88	44	88	88	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100203	香磷	xianglin	1	110	310010;3	2	2866	1075	1183	1566	809	46	92	46	92	92	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100204	鬼灯水月	guidengmanyue	1	113	310002;3	1	2940	1100	1214	1605	829	47	94	47	94	94	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100205	天秤重吾 	tianpingzhongwu	1	115	310010;3	2	2988	1118	1234	1631	842	48	96	48	96	96	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100206	上忍	guai4	1	120	310000;3	1	3111	1166	1285	1696	876	50	100	50	100	100	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100207	上忍	guai3	1	120	310004;3	2	3111	1165	1285	1696	876	50	100	50	100	100	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100208	上忍	guai4	1	120	310000;3	1	3111	1166	1285	1696	876	50	100	50	100	100	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100209	上忍	guai3	1	120	310001;3	2	3111	1166	1285	1696	876	50	100	50	100	100	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100210	上忍	guai4	1	120	310006;3	1	3111	1164	1285	1696	876	50	100	50	100	100	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100211	上忍	guai3	1	120	310002;3	2	3111	1164	1285	1696	876	50	100	50	100	100	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100212	上忍	guai4	1	120	310002;3	1	3111	1166	1285	1696	876	50	100	50	100	100	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100213	上忍	guai3	1	120	310010;3	2	3111	1165	1285	1696	876	50	100	50	100	100	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100214	蛤蟆力	tiebihama	1	123	310002;3	1	3184	1192	1316	1735	897	51	102	51	102	102	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100215	上忍	guai4	1	123	310003;3	2	3184	1191	1316	1735	897	51	102	51	102	102	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100216	上忍	guai3	1	123	310000;3	1	3184	1193	1316	1735	897	51	102	51	102	102	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100217	上忍	guai4	1	125	310003;3	2	3233	1210	1337	1761	910	51	103	51	103	103	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100218	上忍	guai3	1	125	310009;3	1	3233	1209	1337	1761	910	51	103	51	103	103	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100219	上忍	guai4	1	125	310008;3	2	3233	1210	1337	1761	910	51	103	51	103	103	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100220	蛤蟆文太	tiebihama	1	128	310008;3	1	3306	1237	1367	1800	930	53	106	53	106	106	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100221	上忍	guai3	1	130	310002;3	2	3355	1257	1388	1826	944	53	107	53	107	107	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100222	上忍	guai4	1	130	310006;3	1	3355	1257	1388	1826	944	53	107	53	107	107	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100223	上忍	guai3	1	130	310010;3	2	3355	1255	1388	1826	944	53	107	53	107	107	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100224	上忍	guai4	1	130	310004;3	1	3355	1255	1388	1826	944	53	107	53	107	107	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100225	上忍	guai3	1	130	310008;3	2	3355	1257	1388	1826	944	53	107	53	107	107	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100226	畜生道	chushengdao	1	133	310008;3	1	3429	1283	1419	1865	964	54	109	54	109	109	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100227	上忍	guai4	1	133	310007;3	2	3429	1284	1419	1865	964	54	109	54	109	109	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100228	上忍	guai3	1	133	310004;3	1	3429	1284	1419	1865	964	54	109	54	109	109	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100229	人间道	renjiandao1	1	135	310010;3	2	3478	1300	1439	1891	978	55	111	55	111	111	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100230	上忍	guai4	1	140	310001;3	1	3600	1346	1490	1956	1011	57	115	57	115	115	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100231	上忍	guai3	1	140	310003;3	2	3600	1348	1490	1956	1011	57	115	57	115	115	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100232	上忍	guai4	1	140	310007;3	1	3600	1346	1490	1956	1011	57	115	57	115	115	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100233	上忍	guai3	1	140	310002;3	2	3600	1348	1490	1956	1011	57	115	57	115	115	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100234	上忍	guai4	1	140	310007;3	1	3600	1348	1490	1956	1011	57	115	57	115	115	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100235	上忍	guai3	1	140	310008;3	2	3600	1346	1490	1956	1011	57	115	57	115	115	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100236	上忍	guai4	1	140	310002;3	1	3600	1348	1490	1956	1011	57	115	57	115	115	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100237	上忍	guai3	1	140	310011;3	2	3600	1347	1490	1956	1011	57	115	57	115	115	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100238	上忍	guai4	1	143	310011;3	1	3673	1373	1521	1996	1032	58	117	58	117	117	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100239	上忍	guai3	1	143	310005;3	2	3673	1375	1521	1996	1032	58	117	58	117	117	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100240	上忍	guai4	1	143	310011;3	1	3673	1375	1521	1996	1032	58	117	58	117	117	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100241	上忍	guai3	1	143	310005;3	2	3673	1375	1521	1996	1032	58	117	58	117	117	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100242	上忍	guai4	1	150	310003;3	1	3845	1439	1593	2087	1079	61	122	61	122	122	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100243	上忍	guai3	1	150	310005;3	2	3845	1438	1593	2087	1079	61	122	61	122	122	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100244	上忍	guai4	1	150	310001;3	1	3845	1437	1593	2087	1079	61	122	61	122	122	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100245	上忍	guai3	1	150	310006;3	2	3845	1437	1593	2087	1079	61	122	61	122	122	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100246	上忍	guai4	1	150	310007;3	1	3845	1439	1593	2087	1079	61	122	61	122	122	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100247	上忍	guai3	1	150	310009;3	2	3845	1437	1593	2087	1079	61	122	61	122	122	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100248	上忍	guai4	1	150	310006;3	1	3845	1439	1593	2087	1079	61	122	61	122	122	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100249	上忍	guai3	1	150	310009;3	2	3845	1438	1593	2087	1079	61	122	61	122	122	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100250	上忍	guai4	1	153	310004;4	1	3918	1465	1624	2126	1099	62	124	62	124	124	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100251	上忍	guai3	1	153	310000;4	2	3918	1466	1624	2126	1099	62	124	62	124	124	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100252	上忍	guai4	1	153	310010;4	1	3918	1465	1624	2126	1099	62	124	62	124	124	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100253	上忍	guai3	1	153	310008;4	2	3918	1466	1624	2126	1099	62	124	62	124	124	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100254	上忍	guai4	1	155	310009;4	1	3967	1483	1644	2152	1113	63	126	63	126	126	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100255	上忍	guai3	1	155	310006;4	2	3967	1483	1644	2152	1113	63	126	63	126	126	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100256	上忍	guai4	1	160	310009;4	1	4089	1528	1696	2217	1147	65	130	65	130	130	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100257	上忍	guai3	1	160	310000;4	2	4089	1529	1696	2217	1147	65	130	65	130	130	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100258	上忍	guai4	1	160	310006;4	1	4089	1528	1696	2217	1147	65	130	65	130	130	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100259	上忍	guai3	1	160	310010;4	2	4089	1528	1696	2217	1147	65	130	65	130	130	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100260	上忍	guai4	1	160	310003;4	1	4089	1529	1696	2217	1147	65	130	65	130	130	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100261	上忍	guai3	1	160	310009;4	2	4089	1528	1696	2217	1147	65	130	65	130	130	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100262	上忍	guai4	1	160	310007;4	1	4089	1529	1696	2217	1147	65	130	65	130	130	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100263	上忍	guai3	1	160	310000;4	2	4089	1529	1696	2217	1147	65	130	65	130	130	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100264	上忍	guai4	1	160	310003;4	1	4089	1528	1696	2217	1147	65	130	65	130	130	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100265	上忍	guai3	1	160	310011;4	2	4089	1529	1696	2217	1147	65	130	65	130	130	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100266	上忍	guai4	1	163	310002;4	1	4163	1555	1726	2256	1167	66	132	66	132	132	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100267	上忍	guai3	1	163	310009;4	2	4163	1557	1726	2256	1167	66	132	66	132	132	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100268	上忍	guai4	1	163	310004;4	1	4163	1557	1726	2256	1167	66	132	66	132	132	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100269	上忍	guai3	1	163	310005;4	2	4163	1555	1726	2256	1167	66	132	66	132	132	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100270	上忍	guai4	1	163	310001;4	1	4163	1555	1726	2256	1167	66	132	66	132	132	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100271	上忍	guai3	1	170	310011;4	2	4334	1621	1798	2347	1214	68	137	68	137	137	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100272	上忍	guai4	1	170	310003;4	1	4334	1620	1798	2347	1214	68	137	68	137	137	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100273	上忍	guai3	1	170	310006;4	2	4334	1620	1798	2347	1214	68	137	68	137	137	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100274	上忍	guai4	1	170	310005;4	1	4334	1621	1798	2347	1214	68	137	68	137	137	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100275	上忍	guai3	1	170	310004;4	2	8668	3238	1798	2347	2428	68	137	68	137	137	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100276	上忍	guai4	1	170	310001;4	1	4334	1619	1798	2347	1214	68	137	68	137	137	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100277	上忍	guai3	1	170	310001;4	2	4334	1621	1798	2347	1214	68	137	68	137	137	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100278	上忍	guai4	1	170	310004;4	1	4334	1619	1798	2347	1214	68	137	68	137	137	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100279	上忍	guai3	1	170	310008;4	2	4334	1620	1798	2347	1214	68	137	68	137	137	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100280	上忍	guai4	1	170	310005;4	1	4334	1619	1798	2347	1214	68	137	68	137	137	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100281	上忍	guai3	1	170	310006;4	2	4334	1619	1798	2347	1214	68	137	68	137	137	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100282	上忍	guai4	1	173	310007;4	1	4407	1648	1829	2386	1235	69	139	69	139	139	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100283	上忍	guai3	1	173	310005;4	2	4407	1649	1829	2386	1235	69	139	69	139	139	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100284	上忍	guai4	1	173	310006;4	1	4407	1647	1829	2386	1235	69	139	69	139	139	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100285	上忍	guai3	1	173	310009;4	2	4407	1647	1829	2386	1235	69	139	69	139	139	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100286	上忍	guai4	1	173	310004;4	1	4407	1649	1829	2386	1235	69	139	69	139	139	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100287	长门	changmen	1	175	310011;4	2	8912	3330	1849	2412	2496	70	141	70	141	141	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100288	上忍	guai3	1	175	310004;4	1	4456	1667	1849	2412	1248	70	141	70	141	141	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100289	上忍	guai4	1	175	310010;4	2	4456	1666	1849	2412	1248	70	141	70	141	141	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100290	二代土影	erdaituying	1	178	310010;4	1	4529	1694	1880	2451	1268	71	143	71	143	143	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100291	上忍	guai3	1	178	310009;4	2	4529	1693	1880	2451	1268	71	143	71	143	143	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100292	上忍	guai4	1	178	310011;4	1	4529	1694	1880	2451	1268	71	143	71	143	143	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100293	上忍	guai3	1	178	310001;4	2	4529	1693	1880	2451	1268	71	143	71	143	143	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100294	上忍	guai4	1	178	310000;4	1	4529	1692	1880	2451	1268	71	143	71	143	143	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100295	宇智波带土	yuzhibodaitu	1	178	310011;4	2	4529	1694	1880	2451	1268	71	143	71	143	143	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100296	上忍	guai3	1	178	310008;4	1	4529	1692	1880	2451	1268	71	143	71	143	143	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100297	上忍	guai4	1	178	310005;4	2	4529	1692	1880	2451	1268	71	143	71	143	143	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100298	下忍	guai2	1	3	320007;1	1	288	108	94	221	114	9	13	9	13	13	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100299	下忍	guai5	1	5	320009;1	2	355	131	123	255	133	10	15	10	15	15	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100300	下忍	guai2	1	5	320000;1	1	355	130	123	255	133	10	15	10	15	15	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100301	下忍	guai5	1	8	320001;1	2	456	168	167	307	161	13	19	13	19	19	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100302	下忍	guai2	1	8	320008;1	1	456	168	167	307	161	13	19	13	19	19	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100303	下忍	guai5	1	8	320001;1	2	456	168	167	307	161	13	19	13	19	19	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100304	下忍	guai2	1	13	320004;1	1	628	229	241	396	210	16	24	16	24	24	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100305	下忍	guai5	1	13	320011;1	2	628	228	241	396	210	16	24	16	24	24	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100306	下忍	guai2	1	13	320011;1	1	628	229	241	396	210	16	24	16	24	24	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100307	下忍	guai5	1	20	320008;1	2	877	317	348	526	281	22	32	22	32	32	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100308	下忍	guai2	1	23	320011;1	1	987	357	395	583	311	24	35	24	35	35	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100309	下忍	guai5	1	28	320007;1	2	1172	424	474	680	364	28	41	28	41	41	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100310	手鞠	shouju	1	28	320003;1	1	1172	423	474	680	364	28	41	28	41	41	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100311	下忍	guai2	1	30	320007;1	2	1248	451	507	719	385	30	43	30	43	43	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100312	下忍	guai5	1	33	320004;1	1	1363	494	555	780	417	32	47	32	47	47	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100313	下忍	guai2	1	35	320003;1	2	1440	523	588	820	439	34	49	34	49	49	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100314	下忍	guai5	1	38	320005;1	1	1558	565	638	882	472	36	52	36	52	52	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100315	下忍	guai2	1	38	320001;1	2	1558	565	638	882	472	36	52	36	52	52	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100316	下忍	guai5	1	38	320011;1	1	1558	566	638	882	472	36	52	36	52	52	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100317	八歧大蛇	bawei	1	40	320007;1	2	1637	594	672	924	494	38	55	38	55	55	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100318	中忍	guai1	1	43	320008;1	1	1748	633	719	981	525	40	58	40	58	58	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100319	中忍	guai6	1	45	320003;1	2	1819	658	750	1018	545	42	60	42	60	60	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100320	中忍	guai1	1	48	320001;1	1	1925	697	795	1073	575	44	64	44	64	64	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100321	中忍	guai6	1	50	320009;1	2	1995	721	826	1110	595	46	66	46	66	66	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100322	中忍	guai1	1	53	320010;2	1	2101	760	871	1165	625	48	69	48	69	69	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100323	中忍	guai6	1	55	320003;2	2	2172	785	902	1202	645	49	71	49	71	71	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100324	中忍	guai1	1	58	320007;2	1	2278	824	947	1257	675	52	75	52	75	75	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100325	中忍	guai6	1	60	320003;2	2	2349	850	978	1293	695	53	77	53	77	77	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100326	中忍	guai1	1	60	320001;2	1	2349	849	978	1293	695	53	77	53	77	77	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100327	中忍	guai6	1	63	320010;2	2	2455	887	1023	1348	725	56	80	56	80	80	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100328	中忍	guai1	1	65	320005;2	1	2525	913	1054	1385	745	58	83	58	83	83	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100329	中忍	guai6	1	70	320002;2	2	2702	976	1130	1477	795	61	88	61	88	88	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100330	中忍	guai1	1	70	320008;2	1	2702	975	1130	1477	795	61	88	61	88	88	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100331	迪达拉	didala	1	70	320008;2	2	2702	974	1130	1477	795	61	88	61	88	88	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100332	千代婆婆	qiandaipopo	1	73	320007;2	1	2808	1012	1175	1532	825	64	92	64	92	92	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100333	中忍	guai6	1	73	320004;2	2	2808	1014	1175	1532	825	64	92	64	92	92	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100334	中忍	guai1	1	73	320011;2	1	2808	1012	1175	1532	825	64	92	64	92	92	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100335	中忍	guai6	1	75	320010;2	2	2879	1037	1206	1569	845	65	94	65	94	94	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100336	中忍	guai1	1	75	320003;2	1	2879	1037	1206	1569	845	65	94	65	94	94	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100337	中忍	guai6	1	75	320009;2	2	2879	1037	1206	1569	845	65	94	65	94	94	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100338	中忍	guai1	1	80	320007;2	1	3056	1102	1282	1660	895	70	100	70	100	100	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100339	中忍	guai6	1	80	320000;2	2	3056	1102	1282	1660	895	70	100	70	100	100	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100340	中忍	guai1	1	83	320011;2	1	3162	1140	1327	1715	925	72	103	72	103	103	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100341	中忍	guai6	1	90	320010;2	2	3409	1228	1434	1844	995	77	111	77	111	111	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100342	飞段	feiduan	1	93	320011;2	1	3515	1266	1479	1899	1025	79	114	79	114	114	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
100343	中忍	guai1	1	93	320010;2	2	3515	1266	1479	1899	1025	79	114	79	114	114	100	10	10	10	10	10	10	10	10	picture_8_pugong_shouji	10
